47  27Al   2.0e-03   6.7e-03   1.2e-02   2.1e-02   3.1e-02   5.0e-02   5.6e-02   6.9e-02   8.0e-02
48  28Al   9.3e-14   1.5e-13   6.5e-12   6.5e-12   6.1e-11   6.0e-12   1.7e-11   1.3e-11   4.8e-11
49  27Si   8.0e-17   2.4e-24   3.7e-17   1.2e-17   1.5e-16   1.3e-16   2.4e-17   3.7e-19   4.9e-22
50  28Si   6.7e-02   9.8e-02   1.6e-01   1.7e-01   3.0e-01   3.9e-01   5.1e-01   7.4e-01   1.1e+00
51  29Si   1.1e-03   1.8e-03   3.4e-03   4.1e-03   6.8e-03   9.0e-03   1.2e-02   2.0e-02   3.1e-02
52  30Si   1.9e-03   2.5e-03   4.9e-03   5.8e-03   1.1e-02   1.2e-02   1.7e-02   2.9e-02   4.5e-02
53  31Si   4.1e-08   6.3e-08   1.5e-07   2.4e-07   4.2e-07   6.4e-07   8.9e-07   1.9e-06   3.1e-06
54  32Si   2.4e-09   6.3e-09   2.1e-08   2.2e-08   2.8e-08   1.1e-07   1.6e-07   2.4e-07   5.5e-07
55  29P    8.7e-25   7.7e-25   1.5e-22   1.9e-24   2.0e-20   1.4e-24   4.6e-23   1.6e-22   1.8e-22
56  30P    4.6e-12   1.3e-14   9.8e-12   1.3e-11   2.2e-11   4.7e-11   4.8e-11   6.1e-11   8.6e-11
57  31P    3.4e-04   4.7e-04   9.0e-04   1.2e-03   2.0e-03   2.4e-03   3.2e-03   4.8e-03   7.4e-03
58  32P    3.3e-07   6.1e-07   1.9e-06   1.5e-06   2.4e-06   9.3e-06   1.5e-05   2.7e-05   4.1e-05
59  33P    2.3e-07   2.8e-07   7.7e-07   7.4e-07   1.4e-06   3.3e-06   5.9e-06   1.2e-05   1.6e-05
60  34P    2.1e-21   3.0e-23   1.4e-20   9.6e-21   5.3e-20   2.3e-20   2.6e-20   3.1e-21   2.4e-20
61  31S    5.4e-21   5.4e-31   2.3e-21   3.7e-22   1.5e-20   8.5e-21   7.1e-22   7.4e-25   1.7e-29
62  32S    2.6e-02   4.2e-02   6.3e-02   6.3e-02   1.0e-01   1.5e-01   2.0e-01   3.0e-01   4.5e-01
63  33S    1.5e-04   1.8e-04   3.4e-04   4.5e-04   7.8e-04   9.4e-04   1.4e-03   1.9e-03   2.5e-03
64  34S    1.0e-03   7.8e-04   2.1e-03   2.6e-03   4.3e-03   5.5e-03   7.1e-03   1.0e-02   1.4e-02
65  35S    1.6e-07   3.9e-07   1.1e-06   1.3e-06   1.5e-06   5.3e-06   7.4e-06   1.1e-05   1.3e-05
66  36S    9.8e-07   1.8e-06   3.5e-06   5.9e-06   7.5e-06   1.2e-05   1.5e-05   1.8e-05   2.1e-05
67  37S    3.1e-20   3.0e-18   1.9e-19   2.8e-18   1.0e-15   1.2e-22   2.1e-21   1.3e-19   1.3e-16
68  33Cl   4.5e-29   8.0e-28   7.7e-26   1.3e-27   1.3e-24   3.8e-28   9.1e-26   5.4e-26   1.1e-27
69  34Cl   9.4e-27   1.5e-33   3.0e-28   3.2e-29   1.7e-26   9.5e-27   1.2e-28   5.3e-31   6.5e-33
70  35Cl   1.2e-04   1.3e-04   2.3e-04   2.9e-04   4.1e-04   5.7e-04   7.1e-04   9.7e-04   1.3e-03
71  36Cl   4.5e-07   8.6e-07   2.0e-06   3.5e-06   6.6e-06   9.1e-06   1.6e-05   2.3e-05   3.4e-05
72  37Cl   2.8e-05   4.0e-05   7.1e-05   1.3e-04   1.9e-04   3.0e-04   4.1e-04   6.1e-04   9.0e-04
73  38Cl   3.3e-12   1.1e-12   3.7e-12   8.2e-12   1.9e-11   4.3e-11   8.6e-11   1.5e-10   1.9e-10
74  36Ar   4.4e-03   7.6e-03   1.0e-02   1.0e-02   1.6e-02   2.5e-02   3.3e-02   4.8e-02   7.5e-02
75  37Ar   6.6e-06   6.2e-06   1.8e-05   1.8e-05   2.8e-05   4.3e-05   9.6e-05   1.3e-04   1.7e-04
76  38Ar   4.7e-04   2.4e-04   1.1e-03   1.2e-03   1.9e-03   2.6e-03   3.3e-03   5.5e-03   8.6e-03
77  39Ar   1.9e-07   9.1e-07   1.9e-06   3.4e-06   3.7e-06   6.1e-06   1.5e-05   2.2e-05   1.7e-05
78  40Ar   2.7e-07   4.8e-07   8.1e-07   1.2e-06   1.4e-06   2.1e-06   5.0e-06   1.0e-05   7.6e-06
79  41Ar   3.2e-11   3.5e-11   9.5e-11   1.7e-10   2.8e-10   4.7e-10   7.9e-10   1.3e-09   1.2e-09
80  37K    8.5e-39   1.1e-37   1.6e-36   6.7e-38   5.2e-35   4.3e-38   4.3e-35   9.0e-37   8.4e-40
81  38K    2.5e-14   9.5e-17   6.7e-15   8.5e-15   3.3e-14   1.2e-13   9.7e-14   2.4e-13   2.5e-13
82  39K    5.6e-05   6.1e-05   1.2e-04   1.3e-04   1.8e-04   2.6e-04   3.4e-04   5.2e-04   8.4e-04
83  40K    2.2e-07   5.4e-07   1.2e-06   2.3e-06   4.0e-06   6.3e-06   9.0e-06   1.3e-05   2.2e-05
84  41K    2.6e-06   3.4e-06   5.3e-06   8.0e-06   1.1e-05   1.7e-05   2.5e-05   3.4e-05   4.9e-05
85  42K    7.6e-09   6.6e-09   1.9e-08   3.9e-08   7.5e-08   2.2e-07   3.7e-07   9.5e-07   1.2e-06
86  40Ca   3.8e-03   6.4e-03   8.7e-03   8.7e-03   1.3e-02   2.1e-02   2.7e-02   3.9e-02   6.0e-02
87  41Ca   2.9e-06   5.0e-06   1.3e-05   1.8e-05   3.1e-05   4.2e-05   7.3e-05   1.0e-04   1.7e-04
88  42Ca   1.5e-05   1.2e-05   4.7e-05   6.5e-05   1.1e-04   1.7e-04   2.5e-04   3.9e-04   5.8e-04
89  43Ca   1.5e-06   2.4e-06   5.9e-06   1.3e-05   2.2e-05   3.8e-05   5.8e-05   8.4e-05   1.1e-04
90  44Ca   1.7e-05   2.1e-05   3.2e-05   5.1e-05   7.4e-05   1.3e-04   1.9e-04   3.0e-04   4.4e-04
91  45Ca   6.7e-08   8.8e-08   4.2e-07   4.8e-07   5.0e-07   5.2e-06   1.2e-05   2.6e-05   2.5e-05
92  46Ca   5.3e-08   7.5e-08   1.6e-07   2.8e-07   3.2e-07   1.2e-06   3.6e-06   1.2e-05   1.4e-05
93  47Ca   1.2e-10   2.1e-10   1.4e-09   2.4e-09   4.3e-09   2.2e-08   9.6e-08   5.7e-07   4.6e-07
94  48Ca   1.6e-06   1.9e-06   2.5e-06   3.2e-06   3.8e-06   5.1e-06   7.8e-06   1.0e-05   1.6e-05
95  49Ca   2.1e-18   1.0e-17   4.1e-18   1.2e-17   8.4e-16   2.5e-21   4.4e-20   5.8e-18   3.0e-15
96  41Sc   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
97  42Sc   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
98  43Sc   2.1e-08   1.9e-08   2.5e-08   2.4e-08   2.0e-08   2.2e-08   2.8e-08   4.5e-08   5.2e-08
99  44Sc   1.6e-09   2.4e-09   8.4e-09   1.1e-08   2.4e-08   3.3e-08   4.3e-08   7.9e-08   1.3e-07
100  45Sc   6.9e-07   1.1e-06   2.2e-06   4.7e-06   8.1e-06   1.2e-05   1.4e-05   2.5e-05   4.3e-05
101  46Sc   1.7e-08   3.1e-08   1.6e-07   2.0e-07   3.5e-07   1.6e-06   2.5e-06   4.4e-06   6.3e-06
102  47Sc   2.4e-09   4.2e-09   2.5e-08   5.3e-08   1.1e-07   3.0e-07   6.7e-07   1.8e-06   2.6e-06
103  48Sc   1.1e-09   2.0e-09   6.4e-09   1.2e-08   2.5e-08   5.2e-08   9.9e-08   1.9e-07   2.7e-07
104  49Sc   8.5e-13   1.2e-12   3.5e-12   6.9e-12   1.4e-11   3.1e-11   6.5e-11   1.2e-10   2.0e-10
105  44Ti   6.5e-06   8.1e-06   1.3e-05   1.1e-05   9.8e-06   9.2e-06   1.1e-05   1.4e-05   2.0e-05
106  45Ti   1.5e-08   2.8e-08   3.7e-08   2.9e-08   4.1e-08   6.0e-08   7.8e-08   1.3e-07   2.2e-07
107  46Ti   7.9e-06   6.8e-06   2.3e-05   2.4e-05   3.7e-05   5.2e-05   6.9e-05   1.1e-04   1.9e-04
108  47Ti   2.9e-06   3.4e-06   5.3e-06   7.3e-06   1.0e-05   1.5e-05   2.2e-05   3.1e-05   4.4e-05
109  48Ti   2.6e-05   3.0e-05   3.9e-05   4.9e-05   5.8e-05   7.7e-05   1.2e-04   1.6e-04   2.4e-04
110  49Ti   2.2e-06   3.1e-06   4.8e-06   6.8e-06   9.1e-06   1.4e-05   2.0e-05   2.9e-05   4.5e-05
111  50Ti   2.2e-06   3.2e-06   5.7e-06   1.0e-05   1.5e-05   2.5e-05   3.8e-05   5.8e-05   8.3e-05
112  51Ti   4.8e-17   2.0e-16   1.3e-16   2.5e-16   4.3e-14   2.7e-18   9.5e-18   4.0e-16   1.6e-13
113  45V    0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
114  46V    0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
115  47V    4.9e-11   5.4e-11   8.0e-11   6.7e-11   6.6e-11   7.6e-11   9.6e-11   1.1e-10   1.2e-10
116  48V    3.0e-08   3.1e-08   8.6e-08   1.1e-07   1.9e-07   2.9e-07   3.8e-07   5.3e-07   7.2e-07
117  49V    4.6e-06   7.2e-06   8.3e-06   8.7e-06   1.1e-05   2.0e-05   2.4e-05   2.9e-05   3.6e-05
118  50V    2.2e-08   3.4e-08   8.7e-08   1.5e-07   2.8e-07   4.0e-07   5.6e-07   7.1e-07   8.6e-07
119  51V    3.7e-06   4.3e-06   5.8e-06   7.4e-06   8.9e-06   1.2e-05   1.8e-05   2.5e-05   3.8e-05
120  52V    2.3e-16   1.0e-16   1.6e-15   1.9e-15   2.4e-14   2.3e-15   4.8e-15   1.1e-14   8.3e-14
121  48Cr   5.5e-05   7.0e-05   9.8e-05   1.1e-04   1.2e-04   2.2e-04   2.6e-04   2.8e-04   3.5e-04
122  49Cr   9.4e-09   1.5e-08   1.7e-08   1.6e-08   2.0e-08   4.1e-08   5.1e-08   5.8e-08   7.0e-08
123  50Cr   7.0e-05   1.6e-04   1.4e-04   1.2e-04   1.9e-04   2.6e-04   3.4e-04   5.1e-04   7.4e-04
124  51Cr   1.4e-05   2.4e-05   2.4e-05   2.3e-05   3.0e-05   5.3e-05   6.6e-05   7.9e-05   1.0e-04
125  52Cr   1.7e-04   1.9e-04   2.7e-04   3.3e-04   4.0e-04   5.1e-04   7.6e-04   1.0e-03   1.5e-03
126  53Cr   1.8e-05   2.1e-05   2.9e-05   3.6e-05   4.2e-05   5.6e-05   8.6e-05   1.1e-04   1.7e-04
127  54Cr   5.8e-06   9.1e-06   1.7e-05   2.8e-05   4.2e-05   6.6e-05   1.0e-04   1.4e-04   2.0e-04
128  55Cr   5.0e-17   3.8e-16   4.4e-16   2.4e-16   1.3e-13   4.6e-18   1.7e-17   4.1e-16   4.1e-13
129  50Mn   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
130  51Mn   3.7e-08   6.3e-08   6.1e-08   5.8e-08   7.4e-08   1.5e-07   1.9e-07   2.1e-07   2.6e-07
131  52Mn   2.2e-04   3.0e-04   3.8e-04   4.5e-04   5.0e-04   1.1e-03   1.3e-03   1.3e-03   1.6e-03
132  53Mn   1.1e-04   1.8e-04   1.9e-04   2.0e-04   2.3e-04   4.6e-04   5.5e-04   6.1e-04   7.8e-04
133  54Mn   8.0e-08   1.0e-07   2.7e-07   3.0e-07   5.7e-07   6.0e-07   8.4e-07   1.5e-06   2.0e-06
134  55Mn   1.3e-04   1.5e-04   2.0e-04   2.5e-04   2.8e-04   3.5e-04   5.3e-04   7.1e-04   1.1e-03
135  56Mn   3.2e-08   3.1e-08   5.0e-08   5.6e-08   9.8e-08   9.3e-08   1.4e-07   2.1e-07   2.1e-07
136  57Mn   7.0e-19   5.4e-21   1.6e-17   1.7e-17   1.8e-17   2.0e-17   4.6e-17   2.0e-17   5.7e-17
137  52Fe   6.6e-04   8.9e-04   1.1e-03   1.3e-03   1.5e-03   3.2e-03   3.7e-03   3.8e-03   4.5e-03
138  53Fe   1.7e-13   2.8e-17   3.1e-14   5.1e-14   3.2e-13   7.9e-13   6.9e-13   1.5e-12   1.7e-12
139  54Fe   5.7e-03   1.2e-02   1.0e-02   9.8e-03   1.4e-02   2.2e-02   2.9e-02   4.0e-02   5.7e-02
140  55Fe   1.2e-04   2.4e-04   2.2e-04   2.2e-04   2.7e-04   5.1e-04   6.1e-04   6.9e-04   9.5e-04
141  56Fe   1.4e-02   1.5e-02   2.1e-02   2.5e-02   2.9e-02   3.8e-02   5.8e-02   7.6e-02   1.2e-01
142  57Fe   3.5e-04   5.1e-04   7.8e-04   1.1e-03   1.4e-03   2.0e-03   3.0e-03   3.7e-03   5.5e-03
143  58Fe   1.1e-04   2.7e-04   6.5e-04   1.3e-03   2.2e-03   3.4e-03   5.4e-03   7.5e-03   1.0e-02
144  59Fe   4.3e-06   5.7e-06   2.3e-05   1.7e-05   2.1e-05   2.0e-04   6.7e-04   1.0e-03   9.4e-04
145  60Fe   1.5e-06   3.8e-06   6.1e-06   9.6e-06   9.4e-06   4.8e-05   2.7e-04   5.9e-04   5.9e-04
146  61Fe   1.5e-16   5.5e-16   7.5e-20   1.8e-16   2.5e-14   2.1e-22   1.8e-20   1.3e-18   1.4e-16
147  54Co   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
148  55Co   5.2e-04   8.9e-04   7.8e-04   8.3e-04   9.6e-04   1.9e-03   2.3e-03   2.5e-03   3.1e-03
149  56Co   3.3e-06   6.2e-06   4.6e-06   4.5e-06   6.0e-06   1.0e-05   1.2e-05   1.5e-05   2.1e-05
150  57Co   2.4e-04   1.8e-04   1.6e-04   1.4e-04   1.4e-04   1.3e-04   1.0e-04   1.2e-04   1.5e-04
151  58Co   1.6e-06   2.4e-06   5.0e-06   4.6e-06   9.4e-06   7.9e-06   1.1e-05   1.9e-05   1.8e-05
152  59Co   7.3e-05   1.4e-04   3.1e-04   6.0e-04   9.2e-04   1.3e-03   1.6e-03   2.2e-03   3.0e-03
153  60Co   1.6e-06   2.2e-06   8.5e-06   9.1e-06   1.6e-05   4.7e-05   1.1e-04   1.6e-04   1.5e-04
154  61Co   2.7e-08   4.5e-08   1.7e-07   3.6e-07   6.3e-07   9.1e-07   1.5e-06   2.2e-06   2.1e-06
155  56Ni   1.0e-01   1.0e-01   1.0e-01   1.0e-01   1.0e-01   1.2e-01   1.1e-01   1.0e-01   1.2e-01
156  57Ni   4.3e-03   3.2e-03   2.8e-03   2.4e-03   2.2e-03   1.9e-03   1.3e-03   1.3e-03   1.5e-03
157  58Ni   1.5e-02   7.7e-03   5.3e-03   4.5e-03   4.7e-03   4.8e-03   4.2e-03   5.3e-03   7.7e-03
158  59Ni   2.5e-04   1.7e-04   1.4e-04   1.3e-04   1.2e-04   8.1e-05   6.6e-05   8.0e-05   1.0e-04
159  60Ni   1.7e-03   1.6e-03   1.8e-03   1.9e-03   1.9e-03   1.6e-03   2.0e-03   2.7e-03   4.1e-03
160  61Ni   8.1e-05   6.9e-05   1.0e-04   1.7e-04   2.6e-04   4.3e-04   5.9e-04   9.1e-04   1.2e-03
161  62Ni   8.6e-05   9.8e-05   2.0e-04   4.1e-04   7.1e-04   1.3e-03   1.9e-03   3.2e-03   4.5e-03
162  63Ni   2.1e-06   7.4e-06   2.2e-05   5.1e-05   6.6e-05   1.7e-04   2.7e-04   4.6e-04   4.1e-04
163  64Ni   1.0e-05   1.5e-05   3.1e-05   6.4e-05   1.0e-04   1.9e-04   3.0e-04   6.6e-04   8.2e-04
164  65Ni   2.1e-09   1.7e-09   6.5e-09   1.7e-08   3.8e-08   7.5e-08   1.5e-07   2.9e-07   2.9e-07
165  57Cu   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
166  58Cu   1.4e-34   4.2e-43   2.2e-36   5.8e-37   1.7e-35   3.4e-35   6.7e-37   1.2e-38   1.5e-43
167  59Cu   4.3e-21   6.1e-20   8.8e-20   6.6e-21   4.8e-18   2.7e-20   1.1e-20   5.0e-20   1.8e-17
168  60Cu   3.1e-08   2.7e-08   3.0e-08   2.4e-08   1.7e-08   3.7e-09   3.9e-14   2.2e-14   1.8e-14
169  61Cu   4.9e-05   3.0e-05   2.7e-05   2.4e-05   1.5e-05   2.0e-06   1.6e-08   1.8e-08   2.2e-08
170  62Cu   1.2e-06   5.2e-07   3.1e-07   2.7e-07   1.9e-07   3.3e-08   1.7e-12   2.0e-12   2.5e-12
171  63Cu   8.1e-06   8.7e-06   1.5e-05   2.8e-05   5.6e-05   7.5e-05   9.1e-05   1.7e-04   3.0e-04
172  64Cu   1.5e-07   1.8e-07   5.7e-07   1.1e-06   2.5e-06   4.9e-06   7.3e-06   1.6e-05   2.2e-05
173  65Cu   3.7e-06   5.2e-06   1.2e-05   2.9e-05   5.9e-05   1.1e-04   1.5e-04   2.9e-04   4.4e-04
174  66Cu   7.7e-16   3.0e-15   2.4e-15   5.9e-15   1.7e-12   4.4e-17   1.7e-16   1.1e-14   1.3e-11
175  60Zn   4.5e-24   1.8e-24   3.6e-24   2.4e-24   3.6e-24   7.6e-23   1.7e-23   5.9e-23   6.6e-23
176  61Zn   3.4e-23   4.1e-26   3.1e-23   4.0e-23   2.6e-23   3.7e-22   1.2e-22   5.7e-22   3.0e-22
177  62Zn   1.4e-03   6.2e-04   4.1e-04   3.4e-04   2.3e-04   3.7e-05   2.0e-09   2.1e-09   1.5e-09
178  63Zn   2.1e-09   8.1e-10   5.8e-10   4.8e-10   3.0e-10   3.9e-11   5.7e-12   5.1e-12   2.6e-12
179  64Zn   1.5e-05   1.7e-05   2.4e-05   3.7e-05   6.0e-05   9.0e-05   1.2e-04   1.8e-04   3.1e-04
180  65Zn   9.0e-07   7.9e-07   1.5e-06   2.9e-06   4.1e-06   1.3e-05   1.6e-05   2.3e-05   2.3e-05
181  66Zn   1.2e-05   1.2e-05   1.9e-05   3.8e-05   6.6e-05   1.3e-04   1.7e-04   3.0e-04   4.6e-04
182  67Zn   9.8e-07   1.5e-06   3.1e-06   7.0e-06   1.2e-05   3.0e-05   3.9e-05   6.7e-05   9.2e-05
183  68Zn   4.5e-06   6.2e-06   1.2e-05   2.5e-05   4.3e-05   9.1e-05   1.3e-04   2.3e-04   3.7e-04
184  69Zn   6.6e-11   6.9e-11   2.8e-10   7.6e-10   1.9e-09   5.8e-09   1.1e-08   2.4e-08   3.1e-08
185  70Zn   1.4e-07   1.6e-07   2.7e-07   4.9e-07   8.3e-07   1.6e-06   3.1e-06   4.3e-06   4.1e-06
186  71Zn   1.1e-21   1.6e-19   3.7e-19   1.8e-20   5.0e-17   6.5e-23   1.2e-21   6.7e-20   4.6e-17
187  62Ga   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00   0.0e+00
188  63Ga   2.7e-31   1.1e-35   5.3e-31   5.6e-31   1.2e-31   2.1e-30   4.8e-31   1.0e-30   8.5e-31
189  64Ga   8.4e-27   9.7e-27   2.4e-26   2.9e-26   5.1e-27   1.0e-25   3.7e-26   1.4e-25   1.6e-25
190  65Ga   1.4e-13   8.1e-14   8.8e-14   6.8e-14   4.4e-14   2.7e-15   2.4e-16   6.0e-16   4.9e-14
191  66Ga   1.2e-05   5.2e-06   3.6e-06   3.2e-06   2.1e-06   6.3e-08   1.3e-09   1.1e-09   1.0e-09
192  67Ga   3.0e-08   1.3e-08   1.9e-08   3.1e-08   6.0e-08   8.7e-08   9.6e-08   1.4e-07   2.8e-07
193  68Ga   2.9e-11   3.0e-11   8.3e-11   1.4e-10   3.5e-10   5.3e-10   6.6e-10   1.0e-09   1.9e-09
194  69Ga   5.3e-07   7.5e-07   1.6e-06   3.5e-06   6.3e-06   1.3e-05   1.8e-05   3.1e-05   4.2e-05
195  70Ga   4.5e-14   1.1e-13   1.0e-13   4.1e-13   3.8e-12   2.1e-12   3.2e-12   4.6e-12   2.2e-11
196  71Ga   3.2e-07   4.5e-07   8.7e-07   2.3e-06   4.0e-06   5.3e-06   6.9e-06   1.2e-05   2.1e-05
197  72Ga   2.5e-09   2.0e-09   7.1e-09   2.7e-08   6.9e-08   2.5e-07   3.5e-07   1.0e-06   1.6e-06
198  64Ge   2.4e-33   2.4e-35   1.2e-33   1.6e-33   5.4e-34   2.7e-32   4.2e-33   3.1e-32   1.6e-32
199  65Ge   1.7e-34   9.8e-45   1.1e-34   9.1e-35   4.6e-35   1.5e-33   1.8e-34   3.7e-34   1.6e-35
200  66Ge   2.4e-06   1.0e-06   7.0e-07   6.2e-07   4.1e-07   1.2e-08   7.8e-14   5.9e-14   2.0e-14
201  67Ge   6.2e-15   2.1e-15   1.6e-15   1.2e-15   7.3e-16   5.4e-17   1.1e-17   5.0e-18   1.4e-18
202  68Ge   2.2e-08   7.8e-09   9.0e-09   1.4e-08   3.5e-08   3.3e-08   4.5e-08   4.4e-08   1.7e-08
203  69Ge   6.1e-10   7.8e-10   1.9e-09   3.6e-09   8.5e-09   9.9e-09   1.2e-08   1.6e-08   7.0e-09
204  70Ge   7.3e-07   1.0e-06   2.0e-06   4.3e-06   7.3e-06   1.4e-05   2.0e-05   3.1e-05   4.8e-05
