#   col   Z       t [s]     A   elem     13Msun   15Msun    20Msun      25 Msun   30Msun      35 Msun
  445    1e-04   2.5e+04   85  Kr     8.36e-12   1.79e-11   3.80e-11   5.40e-11   8.52e-11   9.60e-11
  446    1e-04   2.5e+04   90  Sr     1.78e-14   7.11e-13   8.57e-14   1.06e-13   1.15e-13   1.45e-13
  447    1e-04   2.5e+04   93  Zr     6.14e-12   7.68e-12   2.19e-11   3.56e-11   5.66e-11   7.46e-11
  448    1e-03   0.0e+00    0  ejec   1.16e+01   1.35e+01   1.84e+01   2.29e+01   2.82e+01   3.30e+01
  449    1e-03   0.0e+00    0  remn   1.45e+00   1.53e+00   1.55e+00   2.07e+00   1.80e+00   2.05e+00
  450    1e-03   0.0e+00   56  Ni     1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01
  451    1e-03   0.0e+00    1  H      6.76e+00   7.64e+00   9.63e+00   1.14e+01   1.30e+01   1.45e+01
  452    1e-03   0.0e+00    2  H      1.73e-16   1.88e-16   2.29e-16   2.73e-16   3.13e-16   3.43e-16
  453    1e-03   0.0e+00    3  He     1.12e-04   1.07e-04   1.00e-04   9.83e-05   9.90e-05   1.00e-04
  454    1e-03   0.0e+00    4  He     3.81e+00   4.39e+00   5.79e+00   7.11e+00   8.55e+00   1.00e+01
  455    1e-03   0.0e+00    6  Li     3.09e-11   3.32e-11   3.60e-11   3.73e-11   3.74e-11   3.87e-11
  456    1e-03   0.0e+00    7  Li     2.44e-17   1.44e-16   5.85e-14   7.06e-13   1.96e-12   3.57e-12
  457    1e-03   0.0e+00    9  Be     8.48e-12   8.49e-12   9.23e-12   9.77e-12   9.59e-12   9.94e-12
  458    1e-03   0.0e+00   10  B      5.99e-11   6.34e-11   7.01e-11   7.37e-11   7.86e-11   8.10e-11
  459    1e-03   0.0e+00   11  B      4.52e-10   5.01e-10   6.11e-10   7.08e-10   7.98e-10   8.84e-10
  460    1e-03   0.0e+00   12  C      1.07e-01   1.84e-01   2.89e-01   5.30e-01   6.13e-01   8.38e-01
  461    1e-03   0.0e+00   13  C      5.02e-05   5.73e-05   7.37e-05   8.86e-05   1.04e-04   1.20e-04
  462    1e-03   0.0e+00   14  N      2.65e-03   2.99e-03   3.68e-03   4.56e-03   5.63e-03   6.80e-03
  463    1e-03   0.0e+00   15  N      7.68e-07   8.55e-07   1.05e-06   1.33e-06   1.37e-06   1.60e-06
  464    1e-03   0.0e+00   16  O      2.91e-01   5.27e-01   1.41e+00   2.28e+00   3.75e+00   4.88e+00
  465    1e-03   0.0e+00   17  O      1.58e-05   1.61e-05   1.46e-05   1.43e-05   1.17e-05   1.11e-05
  466    1e-03   0.0e+00   18  O      5.38e-05   8.30e-05   7.01e-05   2.24e-05   1.78e-05   1.67e-05
  467    1e-03   0.0e+00   19  F      1.92e-07   2.28e-07   4.77e-07   9.46e-07   9.30e-07   1.30e-06
  468    1e-03   0.0e+00   20  Ne     9.31e-02   1.21e-01   5.42e-01   5.28e-01   1.14e+00   1.32e+00
  469    1e-03   0.0e+00   21  Ne     1.57e-05   2.50e-05   6.93e-05   9.54e-05   1.95e-04   2.11e-04
  470    1e-03   0.0e+00   22  Ne     5.63e-04   9.16e-04   1.95e-03   2.76e-03   3.30e-03   3.69e-03
  471    1e-03   0.0e+00   23  Na     7.20e-04   1.05e-03   3.15e-03   3.61e-03   7.67e-03   8.71e-03
  472    1e-03   0.0e+00   24  Mg     4.52e-02   6.37e-02   1.57e-01   1.52e-01   2.27e-01   2.30e-01
  473    1e-03   0.0e+00   25  Mg     2.87e-04   4.43e-04   1.16e-03   7.74e-04   1.38e-03   1.36e-03
  474    1e-03   0.0e+00   26  Mg     4.46e-04   6.08e-04   1.97e-03   1.38e-03   2.71e-03   2.84e-03
  475    1e-03   0.0e+00   27  Al     1.11e-03   1.52e-03   4.41e-03   3.70e-03   6.71e-03   7.58e-03
  476    1e-03   0.0e+00   28  Si     5.30e-02   1.04e-01   1.05e-01   2.41e-01   1.61e-01   2.22e-01
  477    1e-03   0.0e+00   29  Si     4.08e-04   6.78e-04   8.81e-04   9.94e-04   1.06e-03   9.87e-04
  478    1e-03   0.0e+00   30  Si     3.71e-04   5.84e-04   7.30e-04   6.40e-04   7.51e-04   6.65e-04
  479    1e-03   0.0e+00   31  P      1.46e-04   2.38e-04   2.63e-04   3.36e-04   3.37e-04   3.23e-04
  480    1e-03   0.0e+00   32  S      2.21e-02   4.60e-02   4.43e-02   1.13e-01   6.98e-02   1.07e-01
  481    1e-03   0.0e+00   33  S      6.46e-05   1.22e-04   1.05e-04   2.38e-04   1.77e-04   2.06e-04
  482    1e-03   0.0e+00   34  S      3.84e-04   7.16e-04   5.27e-04   8.33e-04   6.23e-04   6.11e-04
  483    1e-03   0.0e+00   36  S      6.83e-08   8.54e-08   1.12e-07   1.15e-07   1.52e-07   1.61e-07
  484    1e-03   0.0e+00   35  Cl     3.47e-05   5.65e-05   4.00e-05   8.72e-05   6.49e-05   7.46e-05
  485    1e-03   0.0e+00   37  Cl     4.14e-06   8.16e-06   7.04e-06   2.00e-05   1.70e-05   2.15e-05
  486    1e-03   0.0e+00   36  Ar     4.18e-03   8.65e-03   8.66e-03   2.14e-02   1.34e-02   2.12e-02
  487    1e-03   0.0e+00   38  Ar     8.78e-05   1.82e-04   1.08e-04   3.09e-04   1.75e-04   2.10e-04
  488    1e-03   0.0e+00   40  Ar     1.74e-08   2.04e-08   2.91e-08   3.39e-08   4.68e-08   5.60e-08
  489    1e-03   0.0e+00   39  K      3.09e-05   3.02e-05   1.90e-05   3.85e-05   2.84e-05   3.42e-05
  490    1e-03   0.0e+00   40  K      2.85e-08   4.73e-08   1.12e-07   1.73e-07   3.05e-07   3.88e-07
  491    1e-03   0.0e+00   41  K      1.28e-06   2.05e-06   1.98e-06   4.94e-06   4.78e-06   6.17e-06
  492    1e-03   0.0e+00   40  Ca     3.86e-03   7.65e-03   7.93e-03   1.86e-02   1.23e-02   1.88e-02
  493    1e-03   0.0e+00   42  Ca     2.24e-06   3.75e-06   2.98e-06   7.97e-06   6.92e-06   8.80e-06
  494    1e-03   0.0e+00   43  Ca     6.21e-07   3.34e-07   4.10e-07   5.92e-07   1.21e-06   1.63e-06
  495    1e-03   0.0e+00   44  Ca     7.84e-05   5.76e-05   4.64e-05   1.24e-05   4.59e-05   1.57e-05
  496    1e-03   0.0e+00   46  Ca     1.81e-09   2.21e-09   2.66e-09   3.39e-09   4.00e-09   4.82e-09
  497    1e-03   0.0e+00   48  Ca     7.93e-08   9.16e-08   1.24e-07   1.50e-07   1.86e-07   2.14e-07
  498    1e-03   0.0e+00   45  Sc     9.88e-08   1.27e-07   1.74e-07   3.71e-07   5.68e-07   8.82e-07
  499    1e-03   0.0e+00   46  Ti     1.99e-06   2.53e-06   1.49e-06   3.74e-06   2.64e-06   3.23e-06
  500    1e-03   0.0e+00   47  Ti     1.47e-06   9.22e-07   5.35e-07   3.51e-07   4.87e-07   5.32e-07
  501    1e-03   0.0e+00   48  Ti     2.16e-04   1.99e-04   1.77e-04   2.05e-04   2.00e-04   2.02e-04
  502    1e-03   0.0e+00   49  Ti     2.84e-06   5.53e-06   5.58e-06   1.03e-05   6.34e-06   9.99e-06
  503    1e-03   0.0e+00   50  Ti     1.11e-07   1.38e-07   2.86e-07   4.15e-07   7.17e-07   9.39e-07
  504    1e-03   0.0e+00   50  V      1.46e-09   2.24e-09   4.12e-09   6.80e-09   7.65e-09   1.16e-08
  505    1e-03   0.0e+00   51  V      5.17e-06   1.09e-05   1.07e-05   1.72e-05   9.52e-06   1.46e-05
  506    1e-03   0.0e+00   50  Cr     9.31e-06   2.04e-05   2.09e-05   3.08e-05   1.55e-05   2.44e-05
  507    1e-03   0.0e+00   52  Cr     9.45e-04   1.66e-03   1.57e-03   3.61e-03   2.28e-03   3.59e-03
  508    1e-03   0.0e+00   53  Cr     5.90e-05   1.26e-04   1.15e-04   2.29e-04   1.34e-04   2.18e-04
  509    1e-03   0.0e+00   54  Cr     3.57e-07   4.59e-07   9.81e-07   1.40e-06   2.35e-06   3.02e-06
  510    1e-03   0.0e+00   55  Mn     2.55e-04   5.77e-04   4.92e-04   8.79e-04   4.99e-04   7.91e-04
  511    1e-03   0.0e+00   54  Fe     9.53e-04   2.25e-03   2.15e-03   3.15e-03   1.64e-03   2.62e-03
  512    1e-03   0.0e+00   56  Fe     1.00e-01   1.00e-01   1.01e-01   1.01e-01   1.01e-01   1.01e-01
  513    1e-03   0.0e+00   57  Fe     3.68e-03   2.85e-03   2.77e-03   1.13e-03   2.00e-03   1.13e-03
  514    1e-03   0.0e+00   58  Fe     6.76e-06   1.04e-05   3.59e-05   5.74e-05   1.09e-04   1.43e-04
  515    1e-03   0.0e+00   59  Co     2.51e-04   1.50e-04   1.15e-04   3.54e-05   6.02e-05   5.96e-05
  516    1e-03   0.0e+00   58  Ni     3.54e-03   2.03e-03   8.34e-04   5.05e-04   3.56e-04   4.46e-04
  517    1e-03   0.0e+00   60  Ni     3.25e-03   2.31e-03   2.32e-03   2.58e-04   1.82e-03   3.41e-04
  518    1e-03   0.0e+00   61  Ni     1.86e-04   1.13e-04   9.75e-05   9.98e-06   7.19e-05   2.05e-05
  519    1e-03   0.0e+00   62  Ni     1.07e-03   5.44e-04   3.36e-04   2.51e-05   1.68e-04   5.51e-05
  520    1e-03   0.0e+00   64  Ni     4.92e-07   5.86e-07   1.11e-06   1.77e-06   3.67e-06   5.46e-06
  521    1e-03   0.0e+00   63  Cu     3.19e-06   2.03e-06   3.27e-06   2.14e-06   1.43e-05   5.89e-06
  522    1e-03   0.0e+00   65  Cu     2.60e-06   1.47e-06   1.51e-06   1.32e-06   3.73e-06   4.62e-06
  523    1e-03   0.0e+00   64  Zn     3.24e-05   2.18e-05   3.20e-05   3.22e-06   5.98e-05   7.08e-06
  524    1e-03   0.0e+00   66  Zn     3.22e-05   1.44e-05   9.12e-06   1.66e-06   7.86e-06   4.35e-06
  525    1e-03   0.0e+00   67  Zn     1.49e-07   9.89e-08   1.46e-07   2.30e-07   5.00e-07   7.66e-07
  526    1e-03   0.0e+00   68  Zn     2.69e-07   3.08e-07   5.14e-07   8.03e-07   1.59e-06   2.44e-06
  527    1e-03   0.0e+00   70  Zn     7.78e-09   8.92e-09   1.16e-08   1.38e-08   1.61e-08   1.84e-08
  528    1e-03   0.0e+00   69  Ga     2.75e-08   3.40e-08   6.12e-08   1.09e-07   2.11e-07   3.27e-07
  529    1e-03   0.0e+00   71  Ga     1.79e-08   2.20e-08   4.14e-08   6.60e-08   1.37e-07   2.16e-07
  530    1e-03   0.0e+00   70  Ge     3.12e-08   3.98e-08   7.43e-08   1.60e-07   2.73e-07   4.48e-07
  531    1e-03   0.0e+00   72  Ge     3.75e-08   4.54e-08   7.52e-08   1.17e-07   2.09e-07   3.14e-07
  532    1e-03   0.0e+00   73  Ge     1.05e-08   1.25e-08   2.20e-08   3.29e-08   6.08e-08   9.18e-08
  533    1e-03   0.0e+00   74  Ge     4.86e-08   5.70e-08   8.76e-08   1.23e-07   2.04e-07   2.92e-07
  534    1e-03   0.0e+00   76  Ge     9.97e-09   1.13e-08   1.46e-08   1.73e-08   2.01e-08   2.29e-08
  535    1e-03   0.0e+00   75  As     7.29e-09   8.66e-09   1.31e-08   1.93e-08   2.93e-08   4.03e-08
  536    1e-03   0.0e+00   74  Se     7.05e-10   9.61e-10   1.36e-09   4.20e-09   3.97e-09   7.26e-09
  537    1e-03   0.0e+00   76  Se     7.93e-09   9.81e-09   1.67e-08   2.95e-08   5.01e-08   7.59e-08
  538    1e-03   0.0e+00   77  Se     5.56e-09   6.54e-09   1.06e-08   1.51e-08   2.56e-08   3.69e-08
  539    1e-03   0.0e+00   78  Se     1.77e-08   2.08e-08   3.21e-08   4.59e-08   7.50e-08   1.04e-07
  540    1e-03   0.0e+00   80  Se     3.54e-08   4.05e-08   5.19e-08   6.24e-08   7.39e-08   8.49e-08
  541    1e-03   0.0e+00   82  Se     6.75e-09   7.77e-09   1.03e-08   1.23e-08   1.47e-08   1.68e-08
  542    1e-03   0.0e+00   79  Br     6.80e-09   7.91e-09   1.15e-08   1.60e-08   2.33e-08   3.16e-08
  543    1e-03   0.0e+00   81  Br     7.07e-09   8.23e-09   1.15e-08   1.52e-08   2.19e-08   2.90e-08
  544    1e-03   0.0e+00   78  Kr     1.75e-10   2.12e-10   2.69e-10   4.96e-10   4.60e-10   7.56e-10
  545    1e-03   0.0e+00   80  Kr     2.02e-09   2.69e-09   5.09e-09   8.82e-09   1.68e-08   2.54e-08
  546    1e-03   0.0e+00   82  Kr     8.07e-09   9.90e-09   1.80e-08   2.87e-08   5.15e-08   7.59e-08
  547    1e-03   0.0e+00   83  Kr     6.39e-09   7.56e-09   1.20e-08   1.67e-08   2.68e-08   3.72e-08
  548    1e-03   0.0e+00   84  Kr     3.28e-08   3.89e-08   5.99e-08   8.11e-08   1.20e-07   1.60e-07
  549    1e-03   0.0e+00   86  Kr     1.01e-08   1.17e-08   1.59e-08   1.95e-08   2.42e-08   2.83e-08
  550    1e-03   0.0e+00   85  Rb     6.71e-09   7.90e-09   1.18e-08   1.53e-08   2.21e-08   2.87e-08
  551    1e-03   0.0e+00   87  Rb     2.84e-09   3.43e-09   4.62e-09   6.02e-09   7.10e-09   8.41e-09
  552    1e-03   0.0e+00   84  Sr     1.84e-10   2.51e-10   3.07e-10   5.46e-10   5.31e-10   6.59e-10
  553    1e-03   0.0e+00   86  Sr     4.19e-09   5.42e-09   1.19e-08   1.91e-08   3.42e-08   4.91e-08
  554    1e-03   0.0e+00   87  Sr     2.43e-09   3.10e-09   7.21e-09   1.13e-08   2.07e-08   2.93e-08
  555    1e-03   0.0e+00   88  Sr     2.69e-08   3.23e-08   5.39e-08   8.01e-08   1.30e-07   1.76e-07
  556    1e-03   0.0e+00   89  Y      6.38e-09   7.60e-09   1.19e-08   1.78e-08   2.74e-08   3.71e-08
  557    1e-03   0.0e+00   90  Zr     8.21e-09   9.82e-09   1.37e-08   1.91e-08   2.54e-08   3.21e-08
  558    1e-03   0.0e+00   91  Zr     1.74e-09   2.03e-09   2.98e-09   3.86e-09   5.49e-09   7.03e-09
  559    1e-03   0.0e+00   92  Zr     2.70e-09   3.16e-09   4.56e-09   5.88e-09   8.07e-09   1.01e-08
  560    1e-03   0.0e+00   94  Zr     2.72e-09   3.15e-09   4.50e-09   5.71e-09   7.65e-09   9.41e-09
  561    1e-03   0.0e+00   96  Zr     3.75e-10   4.28e-10   5.50e-10   6.68e-10   7.73e-10   8.91e-10
  562    1e-03   0.0e+00   93  Nb     9.52e-10   1.11e-09   1.62e-09   2.04e-09   2.78e-09   3.43e-09
  563    1e-03   0.0e+00   92  Mo     6.18e-10   7.88e-10   9.88e-10   1.49e-09   1.50e-09   1.88e-09
  564    1e-03   0.0e+00   94  Mo     4.90e-10   6.57e-10   9.02e-10   1.33e-09   1.40e-09   1.39e-09
  565    1e-03   0.0e+00   95  Mo     5.59e-10   6.45e-10   8.86e-10   1.10e-09   1.38e-09   1.65e-09
  566    1e-03   0.0e+00   96  Mo     8.64e-10   1.11e-09   1.50e-09   2.39e-09   2.83e-09   3.30e-09
  567    1e-03   0.0e+00   97  Mo     5.11e-10   6.52e-10   1.17e-09   2.19e-09   3.97e-09   5.94e-09
  568    1e-03   0.0e+00   98  Mo     7.74e-08   8.96e-08   1.24e-07   1.52e-07   1.91e-07   2.24e-07
  569    1e-03   2.5e+04    3  H      1.13e-59   1.32e-59   1.81e-59   2.25e-59   2.77e-59   3.24e-59
  570    1e-03   2.5e+04   14  C      2.36e-08   5.46e-08   8.86e-08   1.25e-07   8.87e-08   9.22e-08
  571    1e-03   2.5e+04   22  Na     2.50e-07   2.56e-07   1.69e-06   9.23e-06   2.52e-06   1.36e-05
  572    1e-03   2.5e+04   26  Al     1.09e-06   2.07e-06   2.19e-06   3.59e-06   2.93e-06   3.29e-06
  573    1e-03   2.5e+04   32  Si     5.78e-11   8.47e-11   2.01e-10   3.48e-11   5.90e-11   3.89e-11
  574    1e-03   2.5e+04   36  Cl     1.07e-07   1.84e-07   1.75e-07   2.25e-07   2.91e-07   3.04e-07
  575    1e-03   2.5e+04   39  Ar     1.23e-08   1.74e-08   2.98e-08   3.64e-08   5.10e-08   5.98e-08
  576    1e-03   2.5e+04   41  Ca     1.12e-06   1.86e-06   1.66e-06   4.52e-06   4.15e-06   5.42e-06
  577    1e-03   2.5e+04   45  Ca     4.86e-10   1.24e-09   2.54e-09   9.51e-09   4.13e-09   1.44e-08
  578    1e-03   2.5e+04   44  Ti     7.76e-05   5.66e-05   4.49e-05   1.04e-05   4.25e-05   1.12e-05
  579    1e-03   2.5e+04   49  V      2.72e-06   5.37e-06   5.30e-06   9.99e-06   5.86e-06   9.39e-06
  580    1e-03   2.5e+04   53  Mn     5.81e-05   1.25e-04   1.14e-04   2.27e-04   1.32e-04   2.16e-04
  581    1e-03   2.5e+04   54  Mn     5.67e-09   9.77e-09   1.26e-08   1.95e-08   2.04e-08   2.31e-08
  582    1e-03   2.5e+04   55  Fe     4.26e-05   9.75e-05   8.18e-05   1.49e-04   8.37e-05   1.34e-04
  583    1e-03   2.5e+04   60  Fe     1.12e-08   2.12e-08   1.40e-08   3.24e-08   1.75e-08   3.01e-08
  584    1e-03   2.5e+04   57  Co     1.84e-04   1.42e-04   1.38e-04   5.68e-05   9.91e-05   5.54e-05
  585    1e-03   2.5e+04   60  Co     1.84e-08   4.86e-08   6.46e-08   1.86e-07   1.06e-07   1.96e-07
  586    1e-03   2.5e+04   56  Ni     1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01
  587    1e-03   2.5e+04   57  Ni     3.48e-03   2.69e-03   2.60e-03   1.02e-03   1.82e-03   9.85e-04
  588    1e-03   2.5e+04   59  Ni     2.49e-04   1.46e-04   1.04e-04   1.65e-05   2.52e-05   1.41e-05
  589    1e-03   2.5e+04   63  Ni     6.74e-08   9.16e-08   2.24e-07   3.60e-07   7.04e-07   9.70e-07
  590    1e-03   2.5e+04   65  Zn     2.41e-06   1.23e-06   9.16e-07   1.85e-07   9.39e-07   3.83e-07
  591    1e-03   2.5e+04   68  Ge     1.44e-08   5.08e-09   2.73e-09   2.39e-09   2.93e-09   3.64e-09
  592    1e-03   2.5e+04   79  Se     2.71e-10   4.26e-10   1.41e-09   3.59e-09   4.55e-09   1.02e-08
  593    1e-03   2.5e+04   81  Kr     3.16e-10   4.20e-10   1.34e-09   2.25e-09   4.99e-09   7.80e-09
  594    1e-03   2.5e+04   85  Kr     2.87e-10   4.40e-10   1.23e-09   1.74e-09   3.03e-09   4.04e-09
  595    1e-03   2.5e+04   90  Sr     2.50e-12   5.02e-12   6.09e-12   1.43e-11   1.18e-11   2.09e-11
  596    1e-03   2.5e+04   93  Zr     7.06e-11   1.06e-10   3.48e-10   5.19e-10   1.03e-09   1.45e-09
  597    6e-03   0.0e+00    0  ejec   1.16e+01   1.35e+01   1.84e+01   2.32e+01   2.83e+01   3.29e+01
  598    6e-03   0.0e+00    0  remn   1.44e+00   1.46e+00   1.58e+00   1.82e+00   1.72e+00   2.13e+00
  599    6e-03   0.0e+00   56  Ni     1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01   1.00e-01
  600    6e-03   0.0e+00    1  H      6.57e+00   7.38e+00   9.18e+00   1.08e+01   1.22e+01   1.38e+01
  601    6e-03   0.0e+00    2  H      1.65e-16   1.77e-16   2.06e-16   2.34e-16   2.60e-16   2.88e-16
  602    6e-03   0.0e+00    3  He     2.11e-04   2.20e-04   2.50e-04   2.80e-04   3.12e-04   3.44e-04
  603    6e-03   0.0e+00    4  He     4.10e+00   4.73e+00   6.20e+00   7.60e+00   9.00e+00   1.02e+01
  604    6e-03   0.0e+00    6  Li     2.68e-10   2.85e-10   3.01e-10   3.28e-10   3.51e-10   3.56e-10
  605    6e-03   0.0e+00    7  Li     1.33e-11   1.08e-11   4.94e-12   2.61e-12   2.58e-12   3.29e-12
  606    6e-03   0.0e+00    9  Be     6.86e-11   7.47e-11   8.06e-11   8.60e-11   9.07e-11   9.61e-11
  607    6e-03   0.0e+00   10  B      4.80e-10   5.05e-10   5.65e-10   6.15e-10   6.59e-10   7.05e-10
  608    6e-03   0.0e+00   11  B      3.52e-09   3.90e-09   4.80e-09   5.63e-09   6.42e-09   7.19e-09
  609    6e-03   0.0e+00   12  C      9.89e-02   1.67e-01   3.47e-01   6.28e-01   5.94e-01   9.38e-01
  610    6e-03   0.0e+00   13  C      3.29e-04   3.77e-04   4.84e-04   5.83e-04   6.85e-04   7.86e-04
  611    6e-03   0.0e+00   14  N      1.47e-02   1.68e-02   2.02e-02   2.43e-02   2.90e-02   3.42e-02
  612    6e-03   0.0e+00   15  N      5.46e-06   6.07e-06   7.74e-06   9.15e-06   9.82e-06   1.14e-05
  613    6e-03   0.0e+00   16  O      2.68e-01   5.02e-01   1.38e+00   2.44e+00   3.90e+00   5.20e+00
  614    6e-03   0.0e+00   17  O      3.61e-05   3.60e-05   3.76e-05   4.31e-05   3.80e-05   4.71e-05
  615    6e-03   0.0e+00   18  O      6.08e-04   9.29e-04   7.12e-04   2.49e-04   1.39e-04   1.07e-04
  616    6e-03   0.0e+00   19  F      1.14e-06   1.29e-06   2.74e-06   4.98e-06   6.12e-06   8.96e-06
  617    6e-03   0.0e+00   20  Ne     8.19e-02   1.68e-01   4.79e-01   6.78e-01   1.36e+00   1.34e+00
  618    6e-03   0.0e+00   21  Ne     3.92e-05   7.41e-05   2.04e-04   3.60e-04   4.22e-04   5.21e-04
  619    6e-03   0.0e+00   22  Ne     2.92e-03   4.37e-03   1.17e-02   1.68e-02   2.04e-02   2.28e-02
  620    6e-03   0.0e+00   23  Na     1.24e-03   2.47e-03   7.65e-03   1.24e-02   1.71e-02   2.27e-02
  621    6e-03   0.0e+00   24  Mg     3.89e-02   6.58e-02   1.39e-01   1.24e-01   2.74e-01   2.18e-01
  622    6e-03   0.0e+00   25  Mg     1.19e-03   2.42e-03   5.02e-03   6.02e-03   9.14e-03   9.37e-03
  623    6e-03   0.0e+00   26  Mg     1.44e-03   2.57e-03   5.50e-03   8.33e-03   1.63e-02   1.84e-02
  624    6e-03   0.0e+00   27  Al     1.79e-03   3.57e-03   8.75e-03   1.36e-02   2.75e-02   3.05e-02
  625    6e-03   0.0e+00   28  Si     5.26e-02   1.05e-01   1.62e-01   2.24e-01   1.51e-01   2.56e-01
  626    6e-03   0.0e+00   29  Si     8.92e-04   1.38e-03   2.42e-03   2.26e-03   3.55e-03   3.51e-03
  627    6e-03   0.0e+00   30  Si     1.00e-03   1.45e-03   2.64e-03   2.08e-03   3.62e-03   3.42e-03
  628    6e-03   0.0e+00   31  P      2.89e-04   4.44e-04   7.65e-04   7.69e-04   1.03e-03   1.15e-03
  629    6e-03   0.0e+00   32  S      2.15e-02   5.13e-02   6.63e-02   1.22e-01   6.12e-02   1.21e-01
  630    6e-03   0.0e+00   33  S      1.06e-04   1.83e-04   2.98e-04   4.34e-04   3.17e-04   5.04e-04
  631    6e-03   0.0e+00   34  S      9.70e-04   1.39e-03   2.38e-03   2.29e-03   1.98e-03   3.14e-03
  632    6e-03   0.0e+00   36  S      5.62e-07   7.82e-07   1.32e-06   1.70e-06   2.33e-06   2.28e-06
  633    6e-03   0.0e+00   35  Cl     5.91e-05   1.06e-04   1.39e-04   2.63e-04   1.45e-04   2.56e-04
  634    6e-03   0.0e+00   37  Cl     1.07e-05   2.66e-05   3.94e-05   9.79e-05   7.66e-05   1.09e-04
  635    6e-03   0.0e+00   36  Ar     3.79e-03   9.62e-03   1.11e-02   2.31e-02   1.12e-02   2.23e-02
  636    6e-03   0.0e+00   38  Ar     2.38e-04   6.03e-04   6.66e-04   1.71e-03   5.31e-04   9.80e-04
  637    6e-03   0.0e+00   40  Ar     1.41e-07   1.83e-07   2.88e-07   4.54e-07   6.09e-07   7.20e-07
  638    6e-03   0.0e+00   39  K      4.83e-05   8.47e-05   6.82e-05   2.17e-04   7.48e-05   1.08e-04
  639    6e-03   0.0e+00   40  K      1.48e-07   2.69e-07   7.21e-07   1.25e-06   2.16e-06   2.91e-06
  640    6e-03   0.0e+00   41  K      2.95e-06   7.42e-06   8.45e-06   2.38e-05   1.45e-05   2.08e-05
  641    6e-03   0.0e+00   40  Ca     3.38e-03   8.15e-03   9.27e-03   1.90e-02   1.00e-02   1.90e-02
  642    6e-03   0.0e+00   42  Ca     6.18e-06   2.10e-05   2.05e-05   7.30e-05   3.47e-05   5.09e-05
  643    6e-03   0.0e+00   43  Ca     1.18e-06   1.16e-06   2.94e-06   5.53e-06   9.31e-06   1.12e-05
  644    6e-03   0.0e+00   44  Ca     9.26e-05   4.23e-05   3.76e-05   3.73e-05   7.76e-05   5.38e-05
  645    6e-03   0.0e+00   46  Ca     1.82e-08   3.11e-08   3.38e-08   1.23e-07   7.81e-08   1.17e-07
  646    6e-03   0.0e+00   48  Ca     4.81e-07   5.57e-07   7.47e-07   9.30e-07   1.13e-06   1.30e-06
  647    6e-03   0.0e+00   45  Sc     3.29e-07   6.34e-07   1.33e-06   3.39e-06   5.32e-06   7.06e-06
  648    6e-03   0.0e+00   46  Ti     3.94e-06   1.59e-05   9.30e-06   4.01e-05   1.29e-05   2.07e-05
  649    6e-03   0.0e+00   47  Ti     2.28e-06   1.62e-06   2.17e-06   3.12e-06   4.77e-06   5.76e-06
  650    6e-03   0.0e+00   48  Ti     2.33e-04   1.51e-04   1.53e-04   1.81e-04   2.25e-04   2.22e-04
  651    6e-03   0.0e+00   49  Ti     3.44e-06   8.20e-06   9.86e-06   1.31e-05   1.19e-05   1.80e-05
  652    6e-03   0.0e+00   50  Ti     7.34e-07   9.99e-07   2.11e-06   3.82e-06   6.68e-06   9.02e-06
  653    6e-03   0.0e+00   50  V      1.14e-08   2.07e-08   5.64e-08   9.61e-08   1.08e-07   1.85e-07
  654    6e-03   0.0e+00   51  V      7.40e-06   2.18e-05   2.46e-05   2.89e-05   1.92e-05   3.10e-05
  655    6e-03   0.0e+00   50  Cr     2.10e-05   1.02e-04   8.58e-05   1.13e-04   4.88e-05   7.65e-05
  656    6e-03   0.0e+00   52  Cr     8.80e-04   1.62e-03   1.95e-03   2.84e-03   2.31e-03   3.79e-03
  657    6e-03   0.0e+00   53  Cr     6.11e-05   1.73e-04   1.99e-04   2.45e-04   1.87e-04   2.94e-04
  658    6e-03   0.0e+00   54  Cr     2.24e-06   3.16e-06   6.53e-06   1.05e-05   1.62e-05   1.98e-05
  659    6e-03   0.0e+00   55  Mn     2.93e-04   9.53e-04   1.10e-03   1.25e-03   8.31e-04   1.42e-03
  660    6e-03   0.0e+00   54  Fe     1.72e-03   7.07e-03   7.23e-03   7.41e-03   4.37e-03   6.96e-03
  661    6e-03   0.0e+00   56  Fe     1.04e-01   1.04e-01   1.06e-01   1.07e-01   1.08e-01   1.09e-01
  662    6e-03   0.0e+00   57  Fe     3.93e-03   3.20e-03   2.78e-03   2.09e-03   2.89e-03   1.66e-03
  663    6e-03   0.0e+00   58  Fe     5.07e-05   9.26e-05   2.60e-04   4.42e-04   7.13e-04   8.58e-04
  664    6e-03   0.0e+00   59  Co     2.94e-04   2.15e-04   2.27e-04   2.67e-04   3.90e-04   3.74e-04
  665    6e-03   0.0e+00   58  Ni     3.64e-03   3.51e-03   2.93e-03   1.57e-03   1.41e-03   1.28e-03
  666    6e-03   0.0e+00   60  Ni     3.60e-03   2.05e-03   1.66e-03   1.06e-03   2.22e-03   6.36e-04
  667    6e-03   0.0e+00   61  Ni     2.10e-04   1.04e-04   1.02e-04   9.27e-05   1.95e-04   1.43e-04
